,Date (MST),Date (MPT),Asset Short Name,Asset Name,Asset Grouping,Volume,Maximum Capability,System Capability,Fuel Type,Sub Fuel Type,Planning Area,Region,timestamp
177120,2020-02-19 01:00:00,2020-02-19 01:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177121,2020-02-19 02:00:00,2020-02-19 02:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177122,2020-02-19 03:00:00,2020-02-19 03:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177123,2020-02-19 04:00:00,2020-02-19 04:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177124,2020-02-19 05:00:00,2020-02-19 05:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177125,2020-02-19 06:00:00,2020-02-19 06:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177126,2020-02-19 07:00:00,2020-02-19 07:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177127,2020-02-19 08:00:00,2020-02-19 08:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177128,2020-02-19 09:00:00,2020-02-19 09:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177129,2020-02-19 10:00:00,2020-02-19 10:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177130,2020-02-19 11:00:00,2020-02-19 11:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177131,2020-02-19 12:00:00,2020-02-19 12:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177132,2020-02-19 13:00:00,2020-02-19 13:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177133,2020-02-19 14:00:00,2020-02-19 14:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177134,2020-02-19 15:00:00,2020-02-19 15:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177135,2020-02-19 16:00:00,2020-02-19 16:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177136,2020-02-19 17:00:00,2020-02-19 17:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177137,2020-02-19 18:00:00,2020-02-19 18:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177138,2020-02-19 19:00:00,2020-02-19 19:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177139,2020-02-19 20:00:00,2020-02-19 20:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177140,2020-02-19 21:00:00,2020-02-19 21:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177141,2020-02-19 22:00:00,2020-02-19 22:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177142,2020-02-19 23:00:00,2020-02-19 23:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-19
177143,2020-02-20 00:00:00,2020-02-20 00:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177144,2020-02-20 01:00:00,2020-02-20 01:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177145,2020-02-20 02:00:00,2020-02-20 02:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177146,2020-02-20 03:00:00,2020-02-20 03:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177147,2020-02-20 04:00:00,2020-02-20 04:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177148,2020-02-20 05:00:00,2020-02-20 05:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177149,2020-02-20 06:00:00,2020-02-20 06:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177150,2020-02-20 07:00:00,2020-02-20 07:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177151,2020-02-20 08:00:00,2020-02-20 08:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177152,2020-02-20 09:00:00,2020-02-20 09:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177153,2020-02-20 10:00:00,2020-02-20 10:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177154,2020-02-20 11:00:00,2020-02-20 11:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177155,2020-02-20 12:00:00,2020-02-20 12:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177156,2020-02-20 13:00:00,2020-02-20 13:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177157,2020-02-20 14:00:00,2020-02-20 14:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177158,2020-02-20 15:00:00,2020-02-20 15:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177159,2020-02-20 16:00:00,2020-02-20 16:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177160,2020-02-20 17:00:00,2020-02-20 17:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177161,2020-02-20 18:00:00,2020-02-20 18:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177162,2020-02-20 19:00:00,2020-02-20 19:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177163,2020-02-20 20:00:00,2020-02-20 20:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177164,2020-02-20 21:00:00,2020-02-20 21:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177165,2020-02-20 22:00:00,2020-02-20 22:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177166,2020-02-20 23:00:00,2020-02-20 23:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-20
177167,2020-02-21 00:00:00,2020-02-21 00:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177168,2020-02-21 01:00:00,2020-02-21 01:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177169,2020-02-21 02:00:00,2020-02-21 02:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177170,2020-02-21 03:00:00,2020-02-21 03:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177171,2020-02-21 04:00:00,2020-02-21 04:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177172,2020-02-21 05:00:00,2020-02-21 05:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177173,2020-02-21 06:00:00,2020-02-21 06:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177174,2020-02-21 07:00:00,2020-02-21 07:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177175,2020-02-21 08:00:00,2020-02-21 08:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177176,2020-02-21 09:00:00,2020-02-21 09:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177177,2020-02-21 10:00:00,2020-02-21 10:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177178,2020-02-21 11:00:00,2020-02-21 11:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177179,2020-02-21 12:00:00,2020-02-21 12:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177180,2020-02-21 13:00:00,2020-02-21 13:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177181,2020-02-21 14:00:00,2020-02-21 14:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177182,2020-02-21 15:00:00,2020-02-21 15:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177183,2020-02-21 16:00:00,2020-02-21 16:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177184,2020-02-21 17:00:00,2020-02-21 17:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177185,2020-02-21 18:00:00,2020-02-21 18:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177186,2020-02-21 19:00:00,2020-02-21 19:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177187,2020-02-21 20:00:00,2020-02-21 20:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177188,2020-02-21 21:00:00,2020-02-21 21:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177189,2020-02-21 22:00:00,2020-02-21 22:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177190,2020-02-21 23:00:00,2020-02-21 23:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-21
177191,2020-02-22 00:00:00,2020-02-22 00:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177192,2020-02-22 01:00:00,2020-02-22 01:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177193,2020-02-22 02:00:00,2020-02-22 02:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177194,2020-02-22 03:00:00,2020-02-22 03:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177195,2020-02-22 04:00:00,2020-02-22 04:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177196,2020-02-22 05:00:00,2020-02-22 05:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177197,2020-02-22 06:00:00,2020-02-22 06:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177198,2020-02-22 07:00:00,2020-02-22 07:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177199,2020-02-22 08:00:00,2020-02-22 08:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177200,2020-02-22 09:00:00,2020-02-22 09:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177201,2020-02-22 10:00:00,2020-02-22 10:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177202,2020-02-22 11:00:00,2020-02-22 11:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177203,2020-02-22 12:00:00,2020-02-22 12:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177204,2020-02-22 13:00:00,2020-02-22 13:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177205,2020-02-22 14:00:00,2020-02-22 14:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177206,2020-02-22 15:00:00,2020-02-22 15:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177207,2020-02-22 16:00:00,2020-02-22 16:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177208,2020-02-22 17:00:00,2020-02-22 17:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177209,2020-02-22 18:00:00,2020-02-22 18:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177210,2020-02-22 19:00:00,2020-02-22 19:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177211,2020-02-22 20:00:00,2020-02-22 20:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177212,2020-02-22 21:00:00,2020-02-22 21:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177213,2020-02-22 22:00:00,2020-02-22 22:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177214,2020-02-22 23:00:00,2020-02-22 23:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-22
177215,2020-02-23 00:00:00,2020-02-23 00:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177216,2020-02-23 01:00:00,2020-02-23 01:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177217,2020-02-23 02:00:00,2020-02-23 02:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177218,2020-02-23 03:00:00,2020-02-23 03:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177219,2020-02-23 04:00:00,2020-02-23 04:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177220,2020-02-23 05:00:00,2020-02-23 05:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177221,2020-02-23 06:00:00,2020-02-23 06:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177222,2020-02-23 07:00:00,2020-02-23 07:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177223,2020-02-23 08:00:00,2020-02-23 08:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177224,2020-02-23 09:00:00,2020-02-23 09:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177225,2020-02-23 10:00:00,2020-02-23 10:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177226,2020-02-23 11:00:00,2020-02-23 11:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177227,2020-02-23 12:00:00,2020-02-23 12:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177228,2020-02-23 13:00:00,2020-02-23 13:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177229,2020-02-23 14:00:00,2020-02-23 14:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177230,2020-02-23 15:00:00,2020-02-23 15:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177231,2020-02-23 16:00:00,2020-02-23 16:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177232,2020-02-23 17:00:00,2020-02-23 17:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177233,2020-02-23 18:00:00,2020-02-23 18:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177234,2020-02-23 19:00:00,2020-02-23 19:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177235,2020-02-23 20:00:00,2020-02-23 20:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177236,2020-02-23 21:00:00,2020-02-23 21:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177237,2020-02-23 22:00:00,2020-02-23 22:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177238,2020-02-23 23:00:00,2020-02-23 23:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-23
177239,2020-02-24 00:00:00,2020-02-24 00:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177240,2020-02-24 01:00:00,2020-02-24 01:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177241,2020-02-24 02:00:00,2020-02-24 02:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177242,2020-02-24 03:00:00,2020-02-24 03:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177243,2020-02-24 04:00:00,2020-02-24 04:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177244,2020-02-24 05:00:00,2020-02-24 05:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177245,2020-02-24 06:00:00,2020-02-24 06:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177246,2020-02-24 07:00:00,2020-02-24 07:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177247,2020-02-24 08:00:00,2020-02-24 08:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177248,2020-02-24 09:00:00,2020-02-24 09:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177249,2020-02-24 10:00:00,2020-02-24 10:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177250,2020-02-24 11:00:00,2020-02-24 11:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177251,2020-02-24 12:00:00,2020-02-24 12:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177252,2020-02-24 13:00:00,2020-02-24 13:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177253,2020-02-24 14:00:00,2020-02-24 14:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177254,2020-02-24 15:00:00,2020-02-24 15:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177255,2020-02-24 16:00:00,2020-02-24 16:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177256,2020-02-24 17:00:00,2020-02-24 17:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177257,2020-02-24 18:00:00,2020-02-24 18:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177258,2020-02-24 19:00:00,2020-02-24 19:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177259,2020-02-24 20:00:00,2020-02-24 20:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177260,2020-02-24 21:00:00,2020-02-24 21:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177261,2020-02-24 22:00:00,2020-02-24 22:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177262,2020-02-24 23:00:00,2020-02-24 23:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-24
177263,2020-02-25 00:00:00,2020-02-25 00:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177264,2020-02-25 01:00:00,2020-02-25 01:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177265,2020-02-25 02:00:00,2020-02-25 02:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177266,2020-02-25 03:00:00,2020-02-25 03:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177267,2020-02-25 04:00:00,2020-02-25 04:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177268,2020-02-25 05:00:00,2020-02-25 05:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177269,2020-02-25 06:00:00,2020-02-25 06:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177270,2020-02-25 07:00:00,2020-02-25 07:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177271,2020-02-25 08:00:00,2020-02-25 08:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177272,2020-02-25 09:00:00,2020-02-25 09:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177273,2020-02-25 10:00:00,2020-02-25 10:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177274,2020-02-25 11:00:00,2020-02-25 11:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177275,2020-02-25 12:00:00,2020-02-25 12:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177276,2020-02-25 13:00:00,2020-02-25 13:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177277,2020-02-25 14:00:00,2020-02-25 14:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177278,2020-02-25 15:00:00,2020-02-25 15:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177279,2020-02-25 16:00:00,2020-02-25 16:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
177280,2020-02-25 17:00:00,2020-02-25 17:00:00,VXH1,VXH1 Vauxhall,VXH1,0.0,22.0,22.0,SOLAR,SOLAR,52,South,2020-02-25
